	Ashburn_VA3		Ashburn_VA5		Atlanta_GA		Austria_Vienna2		Brazil_Fortaleza1		Brazil_Rio_de_Janeiro		Canada_Toronto		Chicago_IL2		Chicago_IL3		Czech_Republic_Prague		Denmark_Copenhagen		Finland_Helsinki		France_Marseille		France_Marseille2		France_Paris10		Germany_Berlin		Germany_Düsseldorf1		Germany_Frankfurt2		Germany_Frankfurt5		Hong_Kong		Houston_TX		India_Bangalore1		India_Chennai		India_Hyderabad1		India_Mumbai		Italy_Milan2		Japan_Tokyo1		Japan_Tokyo3		Japan_Tokyo5		Los_Angeles_CA		Mexico_Queretaro1		Mexico_Queretaro2		Miami_FL5		Netherlands_Amsterdam2		Netherlands_Amsterdam3		New_York_NY		Norway_Oslo		Phoenix_AZ		Poland_Warsaw		Portland_OR		Salt_Lake_City_UT		San_Francisco_CA		San_Jose_CA5		Singapore		South_Korea_Seoul1		South_Korea_Seoul3		Sweden_Stockholm		Sydney1		Sydney2		Taiwan_Taipei1		Taiwan_Taipei3		Thailand_Bangkok		UK_London3		UK_London4		Brazil_Sao_Paulo		Canada_Quebec		Dallas_TX		Denver_Co		Seattle_WA		Spain_Madrid	
Brazil	1005.023	Brazil	1015.754	Brazil	985.152	Mumbai	1184.178	Copenhagen	1309.564	Warsaw	1478.572	Brazil	971.487	Brazil	1000.379	Brazil	998.56	Mumbai	1206.648	Mumbai	1168.282	Mumbai	1117.978	Mumbai	1172.573	Mumbai	1162.053	Mumbai	1179.182	Los_Angeles	1324.644	Mumbai	1204.387	Mumbai	1205.136	Mumbai	1190.049	Stockholm	1538.545	Tbilisi	965.879	Stockholm	1695.343	Montreal	1258.907	Montreal	1303.928	Vienna	1211.404	Mumbai	1165.147	Stockholm	1605.328	Stockholm	1595.592	Stockholm	1625.881	Seoul	1084.82	Steinsel	1021.963	Milan	1021.615	Vienna	910.604	Mumbai	1196.03	Mumbai	1206.348	Brazil	1016.698	Mumbai	1134.979	Chisinau	1052.023	Mumbai	1123.975	Skopje	1109.169	Vienna	1027.348	Steinsel	1107.164	Zurich	1088.921	Dublin	1308.406	Stockholm	1973.84	Stockholm	1963.594	Mumbai	1115.604	Vilnius	2099.786	Vilnius	2103.592	Stockholm	1630.774	Stockholm	1683.738	Stockholm	1638.635	Mumbai	1207.531	Mumbai	1215.79	Berlin	1504.888	Brazil	968.465	Athens	1001.152	Athens	1013.45	Buenos_Aires	1104.08	Mumbai	1100.107	
Santiago	1048.302	Santiago	1060.028	Santiago	1022.705	Brazil	1388.295	Bangkok	1312.771	Berlin	1479.312	Santiago	1015.87	Santiago	1030.952	Santiago	1032.378	Brazil	1387.512	Brazil	1326.945	Brazil	1296.223	Brazil	1348.681	Brazil	1356.289	Brazil	1362.919	Johannesburg	1458.408	Brazil	1381.69	Brazil	1382.644	Brazil	1379.321	Ljubljana	1544.953	Santiago	980.376	Belgrade	1706.137	Copenhagen	1264.09	Copenhagen	1307.409	Kansas_City	1213.188	Brazil	1370.533	Dublin	1609.105	Dublin	1599.422	Dublin	1629.064	Skopje	1088.967	Zurich	1026.859	Zurich	1023.363	Athens	916.376	Brazil	1375.709	Brazil	1369.131	Santiago	1063.92	Brazil	1299.725	Skopje	1053.458	Brazil	1316.55	Milan	1109.21	Berlin	1027.58	Zurich	1107.721	Steinsel	1090.03	Madrid	1311.243	Ljubljana	1983.341	Helsinki	1967.97	Brazil	1291.914	Belgrade	2100.894	Belgrade	2105.448	Dublin	1642.208	Ljubljana	1695.423	Belgrade	1650.187	Brazil	1354.445	Brazil	1353.278	Warsaw	1504.937	Santiago	1013.212	Tbilisi	1001.52	Bratislava	1018.118	Kuala_Lumpur	1105.342	Brazil	1299.785	
Mumbai	1221.666	Mumbai	1234.49	Buenos_Aires	1219.954	Kuala_Lumpur	1434.23	Marseille	1313.834	Belgrade	1485.891	Mumbai	1192.109	Tokyo	1212.747	Mumbai	1221.382	Santiago	1446.563	Santiago	1383.301	Johannesburg	1339.121	Santiago	1400.428	Kuala_Lumpur	1408.708	Santiago	1421.442	Bangkok	1498.812	Santiago	1437.523	Santiago	1441.217	Johannesburg	1429.269	Marseille	1548.873	Tokyo	1121.089	Ljubljana	1706.404	Atlanta	1268.289	Dallas	1309.055	Zurich	1213.553	Kuala_Lumpur	1414.719	Warsaw	1615.986	Warsaw	1606.061	Warsaw	1633.604	Chisinau	1090.316	Milan	1026.945	Berlin	1024.908	Buenos_Aires	1103.757	Santiago	1422.223	Santiago	1423.821	Mumbai	1232.362	Johannesburg	1339.303	Vienna	1055.939	Johannesburg	1342.762	Chisinau	1109.786	Bratislava	1038.856	Skopje	1110.73	Jakarta	1091.609	Warsaw	1313.827	Helsinki	1984.401	Warsaw	1971.628	Johannesburg	1331.764	Dublin	2110.042	Madrid	2114.774	Ljubljana	1643.407	Dublin	1696.214	Ljubljana	1650.839	Santiago	1413.034	Santiago	1409.551	Belgrade	1511.138	Buenos_Aires	1204.993	Tokyo	1146.234	Tokyo	1078.045	Seoul	1107.065	Bangkok	1343.771	
Buenos_Aires	1245.132	Buenos_Aires	1255.252	Mumbai	1228.048	Johannesburg	1436.252	Steinsel	1321.346	Ljubljana	1486.998	Buenos_Aires	1213.733	Mumbai	1217.92	Tokyo	1229.506	Johannesburg	1453.589	Johannesburg	1394.977	Santiago	1351.461	Kuala_Lumpur	1408.74	Santiago	1410.745	Kuala_Lumpur	1442.451	Santiago	1519.72	Johannesburg	1441.742	Johannesburg	1450.116	Santiago	1432.925	Milan	1549.181	Taipei	1147.987	Warsaw	1706.888	Toronto	1270.115	Steinsel	1315.172	Saint_Louis	1217.822	Johannesburg	1420.036	Belgrade	1618.271	Belgrade	1607.86	Belgrade	1636.867	Vienna	1094.372	Vienna	1039.473	Bratislava	1029.951	Taipei	1171.843	Johannesburg	1434.2	Johannesburg	1447.109	Buenos_Aires	1260.372	Santiago	1354.414	Athens	1070.078	Santiago	1372.918	Hanoi	1112.558	Athens	1040.848	Chisinau	1112.469	Chisinau	1093.014	Copenhagen	1321.32	Warsaw	1985.056	Belgrade	1973.586	Santiago	1345.098	Ljubljana	2110.644	Dublin	2115.308	Belgrade	1645.462	Belgrade	1699.968	Warsaw	1654.716	Johannesburg	1449.497	Johannesburg	1449.581	Ljubljana	1515.121	Taipei	1272.854	Taipei	1174.569	Taipei	1101.983	Steinsel	1107.234	Kuala_Lumpur	1346.64	
Taipei	1298.515	Taipei	1300.158	Tokyo	1232.49	Santiago	1443.801	London	1321.362	Oslo	1498.01	Taipei	1256.142	Taipei	1220.89	Buenos_Aires	1231.211	Kuala_Lumpur	1479.495	Kuala_Lumpur	1457.51	Bangkok	1435.519	Johannesburg	1417.115	Johannesburg	1416.697	Johannesburg	1445.087	Kuala_Lumpur	1523.537	Kuala_Lumpur	1481.306	Kuala_Lumpur	1478.194	Kuala_Lumpur	1488.249	Dublin	1549.311	Hong_Kong	1179.939	Helsinki	1716.395	Steinsel	1271.271	Atlanta	1319.333	Dallas	1221.146	Bangkok	1421.03	Marseille	1620.486	Ljubljana	1610.585	Ljubljana	1639.142	Athens	1103.226	Frankfurt	1041.063	Vienna	1035.054	Tokyo	1178.856	Kuala_Lumpur	1474.511	Kuala_Lumpur	1458.497	Taipei	1309.759	Kuala_Lumpur	1440.679	Bratislava	1072.447	Bangkok	1447.937	Zurich	1113.558	Hong_Kong	1059.013	Buenos_Aires	1112.952	Frankfurt	1095.595	Charlotte	1323.123	Belgrade	1985.649	Ljubljana	1973.914	Bangkok	1431.116	Madrid	2110.68	Ljubljana	2116.189	Warsaw	1646.879	Warsaw	1700.018	Milan	1663.503	Kuala_Lumpur	1466.102	Kuala_Lumpur	1470.092	Oslo	1517.499	Mumbai	1280.974	Buenos_Aires	1187.865	Hong_Kong	1125.446	Frankfurt	1107.333	Johannesburg	1348.279	
Tokyo	1304.71	Tokyo	1301.711	Taipei	1239.901	Bangkok	1453.988	Brussels	1321.925	Vilnius	1500.029	Hong_Kong	1268.46	Buenos_Aires	1231.784	Taipei	1235.746	Bangkok	1487.15	Bangkok	1461.561	Kuala_Lumpur	1435.915	Bangkok	1419.457	Bangkok	1419.147	Bangkok	1457.95	Singapore	1581.154	Bangkok	1489.11	Bangkok	1486.848	Bangkok	1493.097	Belgrade	1549.438	Buenos_Aires	1180.454	Prague	1720.512	Chicago	1277.718	Vienna	1319.341	Brussels	1223.462	Santiago	1425.404	Ljubljana	1621.225	Marseille	1613.638	Marseille	1639.937	Berlin	1103.869	Bratislava	1044.562	Frankfurt	1038.389	Mumbai	1190.059	Bangkok	1480.498	Bangkok	1470.005	Tokyo	1323.007	Bangkok	1441.823	Kuala_Lumpur	1120.301	Kuala_Lumpur	1451.248	Steinsel	1117.443	Kuala_Lumpur	1127.013	Frankfurt	1114.088	Athens	1099.21	Brussels	1327.913	Dublin	1995.221	Dublin	1985.201	Kuala_Lumpur	1431.385	Prague	2116.874	Helsinki	2120.436	Marseille	1647.835	Marseille	1702.083	Dublin	1663.718	Bangkok	1479.794	Bangkok	1482.618	Vilnius	1523.973	Hong_Kong	1288.982	Hong_Kong	1190.411	Buenos_Aires	1145.7	Vienna	1108.452	Singapore	1357.124	
Hong_Kong	1315.598	Hong_Kong	1315.312	Hong_Kong	1264.309	Hong_Kong	1481.064	Adelaide	1324.478	Zagreb	1513.83	Tokyo	1269.079	Hong_Kong	1243.375	Hong_Kong	1259.949	Singapore	1510.78	Hong_Kong	1483.023	Hong_Kong	1464.174	Hong_Kong	1440.491	Hong_Kong	1441.545	Hong_Kong	1473.148	Hong_Kong	1583.942	Hong_Kong	1514.108	Singapore	1511.198	Hong_Kong	1521.125	Warsaw	1553.7	Mumbai	1216.895	Dublin	1721.305	Zurich	1278.473	Zurich	1320.693	Toronto	1225.686	Singapore	1441.931	Prague	1623.818	Prague	1614.266	Prague	1642.918	Bratislava	1113.031	Mumbai	1099.575	Kuala_Lumpur	1084.162	Hong_Kong	1227.624	Hong_Kong	1506.579	Hong_Kong	1491.585	Hong_Kong	1326.905	Hong_Kong	1469.047	Seoul	1136.846	Hong_Kong	1478.639	Athens	1119.566	Buenos_Aires	1137.348	Vienna	1123.003	Vienna	1104.719	Manassas	1328.036	Marseille	1999.831	Prague	1988.2	Hong_Kong	1461.101	Helsinki	2117.472	Prague	2121.023	Milan	1653.612	Milan	1708.694	Prague	1663.85	Hong_Kong	1493.722	Hong_Kong	1498.02	Zagreb	1533.051	Tokyo	1293.059	Kuala_Lumpur	1273.971	Kuala_Lumpur	1217.624	Bratislava	1122.376	Santiago	1360.438	
Kuala_Lumpur	1354.686	Kuala_Lumpur	1352.737	Kuala_Lumpur	1310.789	Singapore	1482.401	Kuala_Lumpur	1325.387	Prague	1514.448	Kuala_Lumpur	1324.541	Kuala_Lumpur	1292.611	Kuala_Lumpur	1307.365	Hong_Kong	1514.631	Singapore	1487.921	Singapore	1467.573	Singapore	1444.624	Singapore	1445.217	Singapore	1486.346	Brazil	1599.297	Singapore	1515.483	Hong_Kong	1512.104	Singapore	1522.269	Prague	1557.058	Kuala_Lumpur	1238.612	Marseille	1724.78	Vienna	1279.196	Toronto	1321.651	Bratislava	1230.374	Hong_Kong	1445.851	Milan	1630.845	Milan	1624.084	Helsinki	1651.188	Bangkok	1122.21	Seoul	1102.875	Mumbai	1088.407	Kuala_Lumpur	1290.736	Singapore	1512.495	Singapore	1495.929	Kuala_Lumpur	1363.283	Singapore	1475.291	Buenos_Aires	1141.739	Singapore	1479.234	Frankfurt	1124.618	Seoul	1160.203	Athens	1123.023	Hanoi	1107.093	Zurich	1331.438	Prague	2001.899	Marseille	1988.28	Singapore	1464.199	Marseille	2122.986	Marseille	2126.545	Prague	1654.465	Prague	1709.994	Marseille	1665.048	Singapore	1510.727	Singapore	1510.145	Prague	1542.782	Kuala_Lumpur	1363.527	Bangkok	1311.875	Bangkok	1257.156	Berlin	1122.753	Hong_Kong	1362.322	
Bangkok	1391.317	Bangkok	1391.811	Bangkok	1352.061	Jakarta	1572.222	Sydney	1327.294	Bratislava	1528.668	Bangkok	1362.388	Bangkok	1333.064	Bangkok	1347.275	Jakarta	1601.825	Taipei	1560.88	Buenos_Aires	1529.248	Taipei	1531.342	Jakarta	1533.526	Taipei	1561.176	Hanoi	1615.849	Taipei	1603.024	Jakarta	1601.147	Taipei	1604.073	Copenhagen	1577.155	Bangkok	1282.548	Milan	1727.429	Brussels	1282.23	Chicago	1328.609	Amsterdam	1231.06	Jakarta	1539.994	Helsinki	1633.186	Helsinki	1628.153	Milan	1651.587	Jakarta	1134.926	Kuala_Lumpur	1104.836	Bangkok	1100.44	Bangkok	1323.101	Taipei	1586.201	Jakarta	1581.6	Bangkok	1401.687	Buenos_Aires	1534.038	Bangkok	1166.812	Buenos_Aires	1549.244	Vienna	1126.598	Bangkok	1175.466	Hanoi	1128.39	Buenos_Aires	1113.687	Steinsel	1332.443	Milan	2010.983	Milan	2001.218	Buenos_Aires	1524.203	Milan	2139.618	Milan	2143.544	Helsinki	1667.637	Helsinki	1714.397	Helsinki	1672.54	Taipei	1572.032	Taipei	1576.788	Bratislava	1546.948	Johannesburg	1389.672	Mumbai	1321.556	Seoul	1262.445	Bangkok	1141.173	Hanoi	1465.928	
Johannesburg	1423.489	Singapore	1425.676	Jakarta	1394.447	Hanoi	1576.996	Perth	1330.441	Copenhagen	1534.004	Johannesburg	1392.585	Jakarta	1376.514	Jakarta	1392.975	Taipei	1606.86	Buenos_Aires	1563.861	Taipei	1539.867	Jakarta	1532.531	Taipei	1538.442	Jakarta	1570.027	Jakarta	1648.0	Jakarta	1605.312	Taipei	1604.05	Jakarta	1610.173	Helsinki	1577.277	Seoul	1302.024	Copenhagen	1746.314	Buffalo	1284.664	Brussels	1333.544	Atlanta	1232.254	Hanoi	1544.264	Copenhagen	1643.572	Copenhagen	1634.719	Copenhagen	1665.494	Buenos_Aires	1147.544	Bangkok	1135.323	Seoul	1102.936	Seoul	1344.553	Jakarta	1599.414	Taipei	1582.6	Johannesburg	1435.339	Taipei	1541.736	Jakarta	1184.19	Taipei	1550.077	Berlin	1132.596	Jakarta	1195.198	Berlin	1129.359	Berlin	1114.815	Amsterdam	1339.504	Copenhagen	2023.775	Copenhagen	2012.779	Taipei	1534.201	Copenhagen	2151.029	Copenhagen	2155.56	Copenhagen	1669.752	Copenhagen	1723.705	Copenhagen	1685.934	Jakarta	1593.074	Buenos_Aires	1593.529	Copenhagen	1560.007	Bangkok	1392.891	Seoul	1334.127	Jakarta	1282.187	Jakarta	1154.926	Jakarta	1466.614	
Singapore	1428.955	Jakarta	1439.536	Singapore	1396.049	Taipei	1581.282	Vienna	1331.446	Steinsel	1537.585	Singapore	1406.892	Singapore	1379.481	Singapore	1395.233	Hanoi	1609.024	Jakarta	1572.224	Jakarta	1545.183	Hanoi	1537.527	Hanoi	1539.738	Hanoi	1575.534	Taipei	1653.872	Hanoi	1610.298	Hanoi	1609.012	Hanoi	1611.107	Brussels	1583.805	Jakarta	1313.3	Vienna	1754.72	Amsterdam	1293.8	Bratislava	1333.604	Berlin	1233.397	Taipei	1547.683	Brussels	1644.812	Brussels	1636.267	Brussels	1667.071	Hanoi	1158.182	Jakarta	1156.464	Hanoi	1131.512	Jakarta	1359.706	Hanoi	1600.06	Hanoi	1590.365	Singapore	1435.464	Jakarta	1553.54	Hanoi	1202.959	Hanoi	1563.121	Bratislava	1139.353	Mumbai	1196.422	Bratislava	1139.148	Bratislava	1122.173	Santiago	1342.584	Steinsel	2033.43	Vienna	2022.921	Jakarta	1541.189	Zurich	2154.296	Zurich	2158.859	Brussels	1674.288	Brussels	1730.926	Steinsel	1696.637	Buenos_Aires	1595.412	Jakarta	1594.974	Steinsel	1566.632	Singapore	1422.892	Jakarta	1345.12	Mumbai	1282.928	Hanoi	1156.682	Taipei	1472.062	
Jakarta	1443.813	Johannesburg	1443.46	Hanoi	1409.165	Buenos_Aires	1622.632	Zurich	1333.9	Marseille	1538.194	Jakarta	1409.598	Hanoi	1392.476	Hanoi	1407.349	Buenos_Aires	1626.145	Hanoi	1577.568	Hanoi	1552.903	Buenos_Aires	1584.855	Buenos_Aires	1591.43	Buenos_Aires	1601.118	Perth	1675.417	Buenos_Aires	1618.703	Buenos_Aires	1621.47	Buenos_Aires	1614.298	Zurich	1585.403	Hanoi	1330.397	Zurich	1755.58	New_York	1297.178	Buffalo	1334.035	Chicago	1236.975	Perth	1598.278	Zurich	1655.003	Zurich	1645.883	Zurich	1675.362	Perth	1186.649	Hanoi	1165.279	Jakarta	1134.671	Singapore	1359.763	Buenos_Aires	1613.416	Buenos_Aires	1607.968	Jakarta	1453.987	Hanoi	1555.813	Mumbai	1204.964	Jakarta	1565.316	Perth	1148.955	Hanoi	1211.071	Perth	1157.602	Perth	1135.222	Vienna	1344.388	Vienna	2035.323	Steinsel	2024.663	Hanoi	1547.893	Vienna	2156.462	Vienna	2161.307	Steinsel	1683.063	Steinsel	1738.135	Zurich	1698.42	Hanoi	1597.39	Hanoi	1599.884	Marseille	1568.057	Hanoi	1437.559	Singapore	1347.568	Hanoi	1283.256	Perth	1203.611	Perth	1494.689	
Hanoi	1453.832	Hanoi	1455.566	Seoul	1411.586	Perth	1643.475	Paris	1334.516	Brussels	1548.618	Hanoi	1423.225	Seoul	1394.21	Seoul	1409.163	Perth	1660.862	Perth	1631.067	Perth	1602.673	Perth	1599.36	Perth	1598.23	Perth	1628.665	Tokyo	1760.557	Perth	1661.056	Perth	1660.742	Perth	1662.504	Steinsel	1587.596	Singapore	1335.213	Steinsel	1755.924	Bratislava	1301.238	Berlin	1336.778	Buffalo	1239.152	Buenos_Aires	1604.645	Steinsel	1657.948	Steinsel	1648.84	Steinsel	1679.441	Mumbai	1204.915	Perth	1202.043	Perth	1173.25	Johannesburg	1361.483	Perth	1652.291	Perth	1642.833	Hanoi	1466.434	Perth	1612.409	Perth	1233.809	Perth	1622.67	Mumbai	1166.55	Perth	1250.989	Adelaide	1180.237	Adelaide	1158.229	Paris	1352.941	Zurich	2036.124	Zurich	2024.743	Perth	1598.28	Brussels	2159.459	Brussels	2164.376	Zurich	1683.821	Zurich	1740.049	Brussels	1699.472	Perth	1653.235	Perth	1654.331	Vienna	1574.658	Jakarta	1440.033	Hanoi	1348.077	Singapore	1307.662	Singapore	1215.194	Buenos_Aires	1533.023	
Seoul	1481.459	Seoul	1478.687	Johannesburg	1434.336	Tokyo	1673.69	Melbourne	1337.984	London	1549.336	Seoul	1447.521	Perth	1428.917	Johannesburg	1425.48	Tokyo	1689.286	Tokyo	1658.077	Tokyo	1640.261	Tokyo	1619.501	Tokyo	1621.304	Tokyo	1647.529	Buenos_Aires	1809.701	Tokyo	1688.619	Tokyo	1687.525	Tokyo	1692.419	Vienna	1592.497	Perth	1363.683	Brussels	1762.979	Charlotte	1303.39	Amsterdam	1340.858	Paris	1242.114	Tokyo	1636.815	Amsterdam	1660.975	Vienna	1653.408	Vienna	1681.217	Singapore	1209.788	Singapore	1202.119	Singapore	1198.025	Hanoi	1367.898	Tokyo	1675.582	Tokyo	1661.896	Seoul	1496.644	Tokyo	1643.686	Singapore	1239.732	Tokyo	1659.472	Adelaide	1169.479	Singapore	1251.566	Mumbai	1185.525	Sydney	1170.086	London	1354.874	Brussels	2038.82	Bratislava	2026.135	Tokyo	1635.896	Steinsel	2162.499	Steinsel	2167.651	Vienna	1687.728	Vienna	1745.015	Vienna	1702.719	Tokyo	1655.406	Tokyo	1659.229	Brussels	1576.503	Seoul	1465.406	Perth	1391.197	Perth	1324.202	Adelaide	1223.396	Tokyo	1560.588	
Perth	1494.153	Perth	1495.124	Perth	1450.018	Adelaide	1760.005	Amsterdam	1340.958	Zurich	1550.747	Perth	1463.941	Johannesburg	1430.87	Perth	1443.712	Adelaide	1774.611	Adelaide	1744.147	Adelaide	1715.315	Adelaide	1714.633	Adelaide	1712.817	Adelaide	1741.865	Adelaide	1812.671	Adelaide	1774.945	Adelaide	1774.485	Adelaide	1775.797	Amsterdam	1595.287	Adelaide	1401.81	Bratislava	1766.058	Paris	1304.008	Charlotte	1350.783	London	1242.288	Adelaide	1716.13	Vienna	1662.367	Amsterdam	1654.754	Amsterdam	1683.312	Adelaide	1212.332	Adelaide	1223.621	Adelaide	1209.202	Perth	1406.941	Adelaide	1766.309	Adelaide	1755.299	Perth	1510.199	Adelaide	1724.46	Adelaide	1263.607	Adelaide	1736.837	Sydney	1180.072	Adelaide	1282.906	Singapore	1190.244	Singapore	1175.507	Frankfurt	1357.852	Bratislava	2042.598	Brussels	2028.562	Adelaide	1710.962	London	2179.587	London	2184.268	Amsterdam	1690.648	Amsterdam	1745.019	Amsterdam	1714.571	Adelaide	1763.199	Adelaide	1763.966	London	1577.195	Perth	1490.977	Adelaide	1424.475	Adelaide	1351.314	Sydney	1235.742	Adelaide	1611.007	
Adelaide	1544.531	Adelaide	1545.419	Adelaide	1495.573	Melbourne	1818.486	Singapore	1342.557	Vienna	1552.516	Adelaide	1513.134	Adelaide	1475.89	Adelaide	1489.673	Melbourne	1833.435	Melbourne	1801.082	Melbourne	1772.007	Melbourne	1772.848	Melbourne	1770.883	Melbourne	1798.723	Melbourne	1869.762	Melbourne	1831.73	Melbourne	1832.974	Melbourne	1832.646	Paris	1603.504	Johannesburg	1420.435	Amsterdam	1776.167	London	1305.339	New_York	1350.944	Frankfurt	1246.394	Melbourne	1775.486	London	1665.581	London	1657.391	London	1686.705	Sydney	1224.891	Johannesburg	1232.19	Sydney	1218.22	Adelaide	1443.37	Melbourne	1823.236	Melbourne	1812.39	Adelaide	1563.558	Melbourne	1780.866	Sydney	1278.247	Melbourne	1793.65	Melbourne	1186.468	Sydney	1300.889	Sydney	1191.806	Melbourne	1177.536	Helsinki	1367.098	Amsterdam	2049.854	Amsterdam	2041.056	Melbourne	1767.472	Amsterdam	2183.675	Amsterdam	2187.864	London	1698.829	London	1753.414	Bratislava	1719.554	Melbourne	1819.496	Melbourne	1819.962	Zurich	1581.82	Adelaide	1536.295	Johannesburg	1427.439	Johannesburg	1368.819	Melbourne	1240.451	Melbourne	1672.721	
Sydney	1578.9	Sydney	1579.993	Sydney	1526.895	Sydney	1830.556	Auckland	1346.813	Paris	1559.67	Sydney	1544.139	Sydney	1504.998	Sydney	1518.546	Sydney	1845.569	Sydney	1813.016	Sydney	1784.143	Seoul	1783.107	Sydney	1782.942	Sydney	1811.131	Sydney	1871.996	Sydney	1843.481	Sydney	1845.063	Sydney	1843.136	London	1606.249	Sydney	1426.984	London	1784.927	Manassas	1305.641	Manassas	1353.99	New_York	1254.506	Sydney	1788.649	Paris	1669.339	Paris	1661.008	Paris	1689.623	Melbourne	1231.831	Sydney	1238.202	Melbourne	1232.162	Sydney	1474.913	Sydney	1833.387	Sydney	1824.179	Sydney	1600.623	Sydney	1792.445	Melbourne	1285.116	Sydney	1805.788	Singapore	1188.204	Melbourne	1305.963	Melbourne	1198.314	Mumbai	1183.909	Brazil	1378.949	Berlin	2057.911	London	2047.624	Sydney	1779.78	Bratislava	2188.437	Bratislava	2190.543	Paris	1699.299	Paris	1755.599	London	1723.496	Seoul	1823.381	Seoul	1825.668	Paris	1590.104	Sydney	1568.123	Sydney	1451.335	Sydney	1372.739	Mumbai	1260.392	Sydney	1688.61	
Melbourne	1582.996	Melbourne	1583.666	Melbourne	1531.502	Seoul	1834.89	Milan	1348.225	Milan	1568.648	Melbourne	1547.651	Melbourne	1508.609	Melbourne	1522.896	Seoul	1852.498	Seoul	1814.431	Seoul	1790.747	Sydney	1785.064	Seoul	1788.447	Seoul	1814.153	Seoul	1919.472	Seoul	1853.096	Seoul	1849.819	Seoul	1857.325	Bratislava	1606.958	Melbourne	1432.713	Paris	1789.178	Buenos_Aires	1308.69	London	1354.249	Manassas	1258.391	Seoul	1800.345	Bratislava	1677.03	Bratislava	1672.274	Bratislava	1694.553	Auckland	1333.114	Melbourne	1245.719	Johannesburg	1232.978	Melbourne	1480.885	Seoul	1841.695	Seoul	1826.806	Melbourne	1602.598	Seoul	1795.404	Auckland	1385.971	Seoul	1810.052	Auckland	1278.855	Johannesburg	1370.698	Auckland	1295.602	Auckland	1277.428	Bratislava	1387.161	London	2058.928	Berlin	2048.135	Seoul	1785.386	Paris	2188.802	Paris	2193.696	Bratislava	1707.881	Bratislava	1758.747	Paris	1726.884	Sydney	1829.876	Sydney	1830.399	Milan	1593.777	Melbourne	1570.495	Melbourne	1457.4	Melbourne	1376.44	Johannesburg	1329.31	Seoul	1718.606	
Auckland	1687.486	Brisbane	1689.662	Auckland	1635.916	Brisbane	1934.37	Brisbane	1366.047	Amsterdam	1569.918	Auckland	1650.569	Auckland	1615.54	Auckland	1628.309	Brisbane	1950.234	Brisbane	1914.657	Brisbane	1882.18	Brisbane	1890.777	Brisbane	1889.033	Brisbane	1917.171	Brisbane	1977.157	Brisbane	1948.405	Brisbane	1949.719	Brisbane	1947.81	Frankfurt	1619.291	Auckland	1535.033	Berlin	1791.708	Berlin	1308.894	Frankfurt	1356.588	Charlotte	1258.881	Brisbane	1894.016	Frankfurt	1689.693	Frankfurt	1680.652	Frankfurt	1711.486	Brisbane	1336.246	Auckland	1328.956	Auckland	1313.264	Auckland	1572.149	Brisbane	1939.739	Brisbane	1930.257	Brisbane	1708.45	Brisbane	1890.862	Brisbane	1389.246	Brisbane	1902.416	Brisbane	1284.836	Auckland	1405.758	Brisbane	1300.836	Brisbane	1282.303	Berlin	1427.652	Paris	2060.181	Paris	2049.485	Brisbane	1876.911	Berlin	2194.366	Berlin	2198.136	Frankfurt	1716.63	Frankfurt	1772.113	Frankfurt	1734.725	Brisbane	1936.172	Brisbane	1936.679	Amsterdam	1596.702	Auckland	1669.686	Auckland	1555.974	Auckland	1473.214	Auckland	1333.061	Brisbane	1791.297	
Brisbane	1687.577	Auckland	1689.75	Brisbane	1636.167	Auckland	1951.132	Frankfurt	1368.963	Frankfurt	1592.738	Brisbane	1652.279	Brisbane	1617.005	Brisbane	1629.509	Auckland	1967.724	Auckland	1929.485	Auckland	1896.953	Auckland	1906.791	Auckland	1906.095	Auckland	1933.339	Auckland	1989.491	Auckland	1964.632	Auckland	1966.884	Auckland	1963.103	Berlin	1643.864	Brisbane	1537.657	Frankfurt	1797.374	Frankfurt	1309.796	Paris	1357.812	Buenos_Aires	1290.213	Auckland	1911.08	Berlin	1701.022	Berlin	1693.564	Berlin	1721.273	Johannesburg	1390.404	Brisbane	1336.262	Brisbane	1323.922	Brisbane	1577.253	Auckland	1954.605	Auckland	1946.216	Auckland	1708.817	Auckland	1906.001	Johannesburg	1394.401	Auckland	1917.108	Johannesburg	1327.191	Brisbane	1409.779	Johannesburg	1370.127	Johannesburg	1352.841	Buenos_Aires	1458.366	Frankfurt	2075.899	Frankfurt	2066.346	Auckland	1891.727	Frankfurt	2199.787	Frankfurt	2204.856	Berlin	1735.69	Berlin	1786.401	Berlin	1746.423	Auckland	1951.961	Auckland	1951.772	Frankfurt	1618.631	Brisbane	1673.422	Brisbane	1563.283	Brisbane	1478.689	Brisbane	1340.429	Auckland	1810.466	
