	Ashburn_VA3		Ashburn_VA5		Atlanta_GA		Austria_Vienna2		Brazil_Fortaleza1		Brazil_Rio_de_Janeiro		Canada_Toronto		Chicago_IL2		Chicago_IL3		Czech_Republic_Prague		Denmark_Copenhagen		Finland_Helsinki		France_Marseille		France_Marseille2		France_Paris10		Germany_Berlin		Germany_Düsseldorf1		Germany_Frankfurt2		Germany_Frankfurt5		Hong_Kong		Houston_TX		India_Bangalore1		India_Chennai		India_Hyderabad1		India_Mumbai		Italy_Milan2		Japan_Tokyo1		Japan_Tokyo3		Japan_Tokyo5		Los_Angeles_CA		Mexico_Queretaro1		Mexico_Queretaro2		Miami_FL5		Netherlands_Amsterdam2		Netherlands_Amsterdam3		New_York_NY		Norway_Oslo		Phoenix_AZ		Poland_Warsaw		Portland_OR		Salt_Lake_City_UT		San_Francisco_CA		San_Jose_CA5		Singapore		South_Korea_Seoul1		South_Korea_Seoul3		Sweden_Stockholm		Sydney1		Sydney2		Taiwan_Taipei1		Taiwan_Taipei3		Thailand_Bangkok		UK_London3		UK_London4		Brazil_Sao_Paulo		Canada_Quebec		Dallas_TX		Denver_Co		Seattle_WA		Spain_Madrid	
Vilnius	5921.813	Vancouver	5760.17	San_Jose	5447.363	Helsinki	1854.993	San_Francisco	11448.443	Toronto	13300.033	Nicosia	6038.396	Paris	5733.747	Paris	5728.504	Tel_Aviv	2037.351	Steinsel	2502.447	Marseille	3009.42	Steinsel	2681.925	Athens	2793.394	Lisbon	2539.709	Berlin	2347.128	Dublin	2071.71	Bucharest	2157.382	Bucharest	2199.184	Auckland	13804.547	San_Jose	5819.541	Oslo	16478.298	Marseille	11914.962	Nicosia	12115.807	Marseille	11180.834	Stockholm	2525.678	Nicosia	14689.735	Sydney	14836.938	Paris	14738.202	Seoul	8512.825	Paris	8437.945	Nicosia	8342.714	Vancouver	6353.425	Milan	2046.187	Berlin	1977.323	Amsterdam	5582.015	Riga	3042.859	Paris	8170.449	Marseille	2899.153	Seoul	9118.42	Paris	7718.721	Seoul	8124.15	Paris	8738.562	Madrid	11524.119	Amsterdam	17384.615	Sydney	17490.308	Steinsel	3159.341	Tokyo	18496.27	Warsaw	18443.116	Amsterdam	14414.071	Kansas_City	14092.803	Reykjavik	15533.279	Ljubljana	2230.755	Steinsel	2376.703	Phoenix	14048.818	Stockholm	6191.922	San_Jose	6218.161	San_Jose	7466.237	Nicosia	9355.907	Stockholm	3402.853	
Los_Angeles	5999.417	Denver	5760.722	Paris	5870.733	Oslo	2015.249	Salt_Lake_City	11754.079	Amsterdam	13515.41	Vilnius	6096.581	Amsterdam	6442.574	Amsterdam	6369.616	Vienna	2107.024	Berlin	2632.101	Steinsel	3062.043	Dublin	2724.355	Oslo	2794.675	Bucharest	2543.49	Steinsel	2409.96	Bucharest	2084.102	Athens	2194.283	Bratislava	2224.673	Stockholm	13821.913	Paris	6768.021	Steinsel	16542.442	Bucharest	11937.22	Steinsel	12248.998	Amsterdam	11284.824	Tel_Aviv	2529.878	Sydney	14830.976	Auckland	14886.786	Vilnius	14915.049	San_Jose	8735.718	Nicosia	8724.485	Paris	8375.281	Paris	6650.525	Madrid	2093.063	Vienna	1993.261	Denver	5651.49	Steinsel	3095.713	Nicosia	8526.092	Skopje	2915.935	Paris	9218.785	Nicosia	8172.904	Paris	8679.043	San_Jose	8783.787	Skopje	11759.246	Sydney	17493.47	Oslo	17526.309	Bucharest	3206.256	Vienna	18643.736	Tokyo	18489.378	Warsaw	14677.07	Warsaw	14403.099	Stockholm	15581.572	Stockholm	2293.012	Stockholm	2472.986	Vienna	14178.173	Paris	6253.012	London	7714.279	London	7801.764	Paris	9525.879	Berlin	3804.113	
Helsinki	6162.314	Vilnius	5950.227	Vilnius	6362.875	Skopje	2054.217	Amsterdam	11828.369	Warsaw	13752.541	Los_Angeles	6098.378	Nicosia	6491.685	Vilnius	6416.757	Bucharest	2131.608	Bucharest	2673.3	Riga	3068.292	Oslo	2743.546	Steinsel	2884.009	Athens	2582.53	Bratislava	2430.92	Tel_Aviv	2139.699	Berlin	2255.58	Stockholm	2237.135	Steinsel	13866.701	Vilnius	7028.584	Reykjavik	16592.359	Belgrade	12157.166	Stockholm	12462.55	Frankfurt	11598.088	Skopje	2543.043	Auckland	14883.896	Jakarta	15502.12	Auckland	14928.31	Vilnius	8804.566	San_Jose	9446.376	Warsaw	9499.584	Brazil	6872.523	Bucharest	2164.241	Bucharest	2342.205	Helsinki	5841.205	Ljubljana	3171.235	Vilnius	8611.226	Tallinn	3055.501	Tokyo	9331.069	Vilnius	8197.188	San_Jose	8686.095	Taipei	8940.904	Tirana	11816.534	Warsaw	17718.989	Auckland	17721.148	Berlin	3238.856	Mumbai	18669.436	Mumbai	18581.053	Oslo	14738.456	Reykjavik	14882.25	Sarajevo	15676.42	London	2499.031	Tel_Aviv	2473.018	Vilnius	14202.743	Dublin	6465.142	Paris	7735.559	Paris	8292.571	Stockholm	9714.161	Frankfurt	3806.649	
Stockholm	6254.17	San_Francisco	6018.364	Nicosia	6507.002	Ljubljana	2208.123	Warsaw	11976.018	Vienna	14056.748	Amsterdam	6280.172	Helsinki	6948.622	Nicosia	6488.248	Athens	2155.512	Madrid	2816.184	Bucharest	3203.368	Bucharest	3106.408	Bucharest	3058.252	Sarajevo	2935.534	Dublin	2690.046	Madrid	2145.123	Dublin	2336.799	Dublin	2432.957	Athens	14077.055	Nicosia	7330.666	Athens	16715.029	Oslo	12160.919	Marseille	12483.374	Berlin	11711.314	Tirana	2733.252	Jakarta	15455.267	Nicosia	15568.213	Warsaw	15310.544	Tokyo	8855.219	Warsaw	9497.743	San_Jose	9550.512	Nicosia	7192.515	Berlin	2268.568	Tel_Aviv	2483.684	Stockholm	5940.742	Athens	3372.683	Seoul	8654.023	Chisinau	3089.674	Vilnius	9601.225	San_Jose	8501.746	Taipei	9015.762	Vilnius	9021.928	Sarajevo	11817.046	Auckland	17719.607	Vienna	17768.236	Sarajevo	3333.627	Chisinau	18934.63	Chisinau	18741.595	Reykjavik	14772.978	Zurich	14999.725	Athens	15724.592	Reykjavik	2680.666	Bucharest	2477.43	Oslo	14276.512	Oslo	6628.563	Stockholm	7735.706	Budapest	8402.47	Tokyo	9877.543	Bucharest	3921.725	
Denver	6285.05	Los_Angeles	6120.228	Amsterdam	6689.227	Stockholm	2296.065	Montreal	12141.084	San_Francisco	14149.519	Warsaw	6517.026	Vilnius	7013.848	Warsaw	6783.749	Dublin	2334.261	Skopje	3045.906	Sarajevo	3436.136	Tirana	3148.756	Sarajevo	3071.549	Berlin	3012.55	Skopje	2763.445	Berlin	2166.946	Zagreb	2580.516	Athens	2475.056	Reykjavik	14163.632	Stockholm	7957.023	Sarajevo	16716.172	Zurich	12330.024	Oslo	12659.583	Budapest	11744.956	Berlin	2778.452	Paris	15575.539	Warsaw	15575.484	Vienna	15378.692	Paris	8866.05	Stockholm	9687.085	Stockholm	9691.797	Amsterdam	7296.966	Reykjavik	2370.714	Reykjavik	2753.903	San_Jose	5993.373	Dublin	3396.771	San_Jose	8697.723	Bucharest	3227.409	San_Jose	9618.948	Amsterdam	8578.653	Nicosia	9573.477	Nicosia	9691.126	Steinsel	11927.56	Oslo	17824.092	Zurich	17771.887	Athens	3526.094	Saint_Louis	18971.116	Vienna	18804.713	Chicago	14788.151	Mexico	15197.885	Tirana	16254.39	Tel_Aviv	2753.645	London	2578.703	San_Francisco	14736.872	Steinsel	6697.357	Santiago	7944.439	Vienna	8496.353	Steinsel	10073.898	Tel_Aviv	4112.915	
Madrid	6346.57	Helsinki	6177.975	Madrid	6822.273	Tirana	2373.737	Seattle	12160.369	Salt_Lake_City	14553.514	Helsinki	6551.029	Warsaw	7027.809	Helsinki	6977.986	Chisinau	2637.449	Athens	3138.383	Athens	3539.553	Berlin	3362.716	Berlin	3078.25	Reykjavik	3029.048	Madrid	2779.368	Sarajevo	2248.029	Skopje	2744.69	Skopje	2570.28	Sarajevo	14390.183	Helsinki	8000.389	Brussels	16824.438	Reykjavik	12373.718	Berlin	12881.868	Oslo	11833.746	Lisbon	2854.558	Oslo	15809.545	Paris	15606.316	Jakarta	15447.402	Nicosia	8872.466	Amsterdam	9743.828	Amsterdam	9746.23	Santiago	7562.65	Tel_Aviv	2833.602	Athens	2906.761	Madrid	6212.266	Bucharest	3406.674	Taipei	9278.856	Dublin	3319.383	Nicosia	10166.305	Warsaw	9156.071	Vilnius	9605.785	Tokyo	9726.983	Adelaide	11938.481	Sarajevo	18509.711	Warsaw	17896.44	Madrid	3699.905	Salt_Lake_City	18986.614	Kansas_City	18967.824	Auckland	14901.238	Auckland	15518.518	Milan	16390.08	Berlin	2813.361	Reykjavik	2732.233	Salt_Lake_City	14822.131	Vienna	6757.142	Nicosia	8196.663	Stockholm	8868.441	London	10173.559	Istanbul	4235.656	
Amsterdam	6459.06	Madrid	6351.906	Helsinki	7020.283	Steinsel	2413.121	Vienna	12288.359	Seattle	14630.008	Stockholm	6591.024	Vienna	7494.417	Stockholm	6979.84	Skopje	2740.688	Zagreb	3231.247	Madrid	3699.981	Stockholm	3386.262	Tirana	3240.448	Skopje	3217.389	Tallinn	2783.764	Athens	2406.352	Tel_Aviv	2998.107	Zagreb	2801.859	Tirana	14406.857	Amsterdam	8116.308	Copenhagen	16845.409	Bratislava	12392.509	Sarajevo	12914.653	Zurich	11900.319	Ljubljana	3133.216	Amsterdam	16114.548	Denver	15617.165	Mexico	15726.09	Taipei	9352.393	Madrid	9889.762	Vienna	10034.859	Vilnius	7664.933	Athens	2863.034	Chisinau	2940.093	Warsaw	6236.095	Madrid	3456.603	Warsaw	9422.161	Madrid	3388.613	Warsaw	10342.433	Seoul	9296.418	Warsaw	9684.512	Amsterdam	9904.801	Reykjavik	11946.82	Reykjavik	18678.229	Nicosia	18253.942	Skopje	3791.748	Phoenix	19053.212	Salt_Lake_City	18977.623	Sarajevo	15032.705	Paris	15687.916	Lisbon	16583.725	Athens	3029.101	Berlin	2797.776	Reykjavik	14961.564	Budapest	6873.306	Amsterdam	8245.477	Oslo	8874.082	Budapest	10178.999	Zurich	4446.228	
San_Francisco	6500.863	Marseille	6405.562	Stockholm	7050.782	Madrid	2645.141	Vancouver	12399.905	Vancouver	14901.869	Oslo	6850.609	San_Jose	7560.745	San_Jose	7154.052	Zagreb	2902.939	Riga	3323.571	Skopje	3754.059	Skopje	3396.16	Skopje	3306.327	Zagreb	3255.59	Tel_Aviv	2884.105	Chisinau	2708.966	Ljubljana	3028.419	Lisbon	2973.665	Lisbon	14417.819	Warsaw	8141.868	Stockholm	16937.285	Steinsel	12441.669	Athens	12998.897	Nicosia	12222.541	Dublin	3212.301	Vienna	16194.717	Mexico	15694.693	Skopje	16106.299	Warsaw	9646.549	Vienna	10067.219	Vilnius	10096.503	Warsaw	7919.78	London	2864.687	Tallinn	3009.54	Los_Angeles	6397.908	Sarajevo	3608.51	Stockholm	9492.179	Zagreb	3389.879	Amsterdam	10379.414	Vienna	9477.776	Tokyo	9759.208	Warsaw	10151.867	Warsaw	11953.47	Skopje	18876.852	Sarajevo	18489.873	Chisinau	3800.185	Kansas_City	19445.925	Saint_Louis	18998.947	Mexico	15061.631	Steinsel	16064.477	Auckland	16594.88	Sarajevo	3063.787	Athens	3044.904	Warsaw	15000.278	San_Jose	7025.548	Budapest	8320.578	Nicosia	8898.457	San_Jose	10245.838	Tbilisi	4499.442	
Warsaw	6685.504	Warsaw	6436.037	Warsaw	7303.275	Budapest	2798.658	Los_Angeles	12894.189	Vilnius	15256.855	Madrid	7020.222	Oslo	7582.094	Madrid	7267.106	Sarajevo	3111.624	Reykjavik	3480.317	Tel_Aviv	3907.937	Zagreb	3581.801	Stockholm	3385.002	Helsinki	3312.184	Chisinau	3095.733	Reykjavik	2923.336	Tirana	3058.101	Chisinau	2989.814	Sofia	14559.223	Madrid	8422.254	Marseille	17075.31	Skopje	12609.495	Amsterdam	13009.318	Reykjavik	12396.002	Steinsel	3250.179	Mexico	16302.098	Oslo	15811.202	Amsterdam	16308.235	Amsterdam	9886.108	Vilnius	10229.456	Brazil	10277.597	Stockholm	7995.58	Skopje	2937.079	Sarajevo	3089.663	Copenhagen	6515.109	Tel_Aviv	3672.939	Amsterdam	9556.177	Ljubljana	3410.931	Vienna	11014.749	Stockholm	9662.73	Vienna	10317.084	Vienna	10466.567	Lisbon	12067.512	Stockholm	18977.258	Reykjavik	18499.955	Dublin	3929.18	Chicago	19666.95	Chicago	19303.872	Steinsel	15179.938	Miami	16452.93	Steinsel	16614.109	Bucharest	3080.85	Sarajevo	3080.241	Steinsel	15100.369	Nicosia	7068.896	Vilnius	8458.367	Dublin	9177.574	Vienna	10286.374	Milan	4505.996	
Oslo	6845.254	Stockholm	6789.116	Copenhagen	7667.015	Berlin	3010.016	Oslo	13083.403	Berlin	15484.129	Dublin	7028.937	Stockholm	7714.071	Vienna	7505.027	Reykjavik	3135.803	Chisinau	3487.513	Dublin	3927.103	Reykjavik	3671.666	Reykjavik	3665.098	Tirana	3334.82	Zagreb	3137.986	Skopje	2975.604	Reykjavik	3154.036	Tirana	3035.924	Vilnius	14613.389	Brazil	8540.145	Tirana	17333.666	Helsinki	12667.76	Budapest	13072.293	Steinsel	12404.083	Zagreb	3330.392	Zurich	16365.321	Chicago	15936.664	Sarajevo	16590.905	Helsinki	10159.433	Brazil	10336.71	Madrid	10418.515	Sofia	8457.721	Lisbon	3096.999	London	3094.868	San_Francisco	6594.516	Skopje	3738.529	Tokyo	9647.048	Sarajevo	3692.574	Stockholm	11048.24	Helsinki	9774.843	Amsterdam	10410.18	Stockholm	10931.442	Berlin	12281.322	Miami	19160.625	Miami	18554.489	Reykjavik	4024.222	San_Francisco	19759.28	Amsterdam	19728.142	Tirana	15479.431	Ljubljana	17093.195	Paris	16766.474	Lisbon	3220.966	Lisbon	3163.843	Skopje	15170.338	Bucharest	7214.183	Vienna	8554.059	Bucharest	9327.381	Vilnius	10332.103	Athens	4520.214	
Copenhagen	6876.028	Oslo	6840.409	Brazil	7679.207	Dublin	3200.454	Berlin	13412.534	Skopje	15525.011	Vienna	7191.561	Dublin	7906.593	Oslo	7579.353	Lisbon	3147.713	Tel_Aviv	3702.958	Chisinau	4012.579	Ljubljana	3771.033	Ljubljana	3727.113	London	3367.602	Reykjavik	3427.707	Tallinn	3014.277	Lisbon	3160.109	Sarajevo	3075.729	Copenhagen	15063.286	Oslo	8718.911	Prague	17569.537	Copenhagen	12726.96	Belgrade	13155.288	Helsinki	12600.854	Frankfurt	3787.431	Warsaw	16381.98	Vienna	16192.536	Reykjavik	16767.931	Stockholm	10172.325	Oslo	10463.471	Oslo	10448.999	Vienna	8499.005	Sarajevo	3337.343	Skopje	3157.242	Oslo	6605.102	Reykjavik	3987.205	Helsinki	9705.28	Tirana	3821.789	Taipei	11087.677	Zurich	10134.271	Stockholm	10935.225	Skopje	11024.752	Stockholm	12503.695	Lisbon	19322.275	Skopje	18776.088	Tel_Aviv	4203.467	Montreal	20010.427	San_Francisco	19748.079	Nicosia	15509.419	Vienna	17214.041	Copenhagen	16845.192	Skopje	3329.083	Skopje	3284.943	Lisbon	15201.701	Tallinn	7268.73	Steinsel	8558.44	Steinsel	9361.485	Taipei	10362.682	Belgrade	4796.437	
Vienna	6985.315	Vienna	6937.924	Sofia	7738.918	Ukraine	3219.968	Helsinki	13692.68	Helsinki	15829.002	Copenhagen	7244.389	Sofia	7966.298	Copenhagen	7663.113	Tirana	3167.156	Frankfurt	3981.315	Reykjavik	4078.858	Chisinau	3841.689	Zagreb	3740.434	Steinsel	3537.673	Tirana	3464.406	Zagreb	3019.737	Sarajevo	3228.929	Tel_Aviv	3092.615	Chisinau	15124.765	Copenhagen	8726.721	Frankfurt	17842.74	Stockholm	12781.62	Zurich	13335.628	Skopje	12718.024	Sarajevo	3794.817	Tirana	16473.413	Skopje	16406.081	Marseille	16801.05	Vienna	10247.589	Sofia	10624.542	Copenhagen	10696.493	Oslo	8609.067	Zagreb	3475.643	Lisbon	3159.969	Vienna	6782.37	Chisinau	4150.252	Madrid	9930.922	Reykjavik	3934.104	Oslo	11099.52	Oslo	10260.04	Helsinki	11070.605	Oslo	11262.277	Bucharest	12620.706	Zurich	19593.385	Marseille	19028.571	Tirana	4204.698	Oslo	20051.825	Oslo	19916.226	Paris	15594.042	Skopje	17227.183	Vancouver	16858.43	Tallinn	3417.393	Tallinn	3332.47	Stockholm	15228.857	Vilnius	7423.883	Oslo	8708.392	Skopje	9414.385	Oslo	10602.258	Tallinn	4886.808	
Marseille	7033.572	Sofia	7164.712	Vienna	7815.251	Frankfurt	3503.146	Lisbon	13786.149	Reykjavik	15853.605	Zurich	7335.185	Marseille	8011.886	Zurich	7762.416	Frankfurt	3175.177	London	4031.134	Tirana	4184.045	Sarajevo	3915.307	Chisinau	3943.011	Tel_Aviv	3554.275	Riga	3649.266	London	3220.32	Tallinn	3232.629	Reykjavik	3168.769	Saint_Louis	15293.325	Vienna	8731.659	Nicosia	17951.346	Sarajevo	12990.821	Reykjavik	13419.415	Copenhagen	12733.246	Tallinn	3821.286	Sarajevo	16828.434	Amsterdam	16437.403	Oslo	16920.797	Madrid	10887.968	Copenhagen	10696.927	Zurich	10874.193	Helsinki	8670.013	Chisinau	3549.908	Tirana	3431.385	Marseille	6828.072	Zagreb	4166.113	Vienna	9997.488	Tel_Aviv	4068.133	Helsinki	11280.203	Reykjavik	10471.646	Oslo	11304.736	Brazil	11387.104	Helsinki	12627.98	Madrid	20002.931	Lisbon	19325.585	Ljubljana	4415.797	Jakarta	20142.433	Montreal	20015.988	Ljubljana	15827.868	San_Francisco	17288.758	Chisinau	17115.421	Tirana	3797.845	Zagreb	3565.197	Berlin	15238.437	Skopje	7610.016	Bucharest	8845.107	Reykjavik	9439.209	Tallinn	11018.174	Helsinki	4890.463	
Zurich	7049.2	Zurich	7200.706	Oslo	7867.127	Tallinn	3723.706	Skopje	13889.498	Milan	15964.31	San_Jose	7469.422	Zurich	8140.236	Dublin	7897.438	Ljubljana	3257.358	Sarajevo	4043.89	Zagreb	4189.005	Tallinn	4237.765	Tallinn	4238.613	Tallinn	3661.765	Frankfurt	3660.885	Tirana	3226.313	Chisinau	3254.227	Frankfurt	3220.562	Bucharest	15304.329	Sofia	8906.029	Auckland	18038.219	Frankfurt	13082.267	Ljubljana	13693.768	Stockholm	12737.555	Reykjavik	3854.237	Reykjavik	16869.345	Tirana	16459.096	Athens	17205.125	Oslo	10910.05	Zurich	10910.869	Sofia	11097.34	Copenhagen	8750.277	Tirana	3584.061	Ljubljana	3533.579	Zurich	6843.917	Lisbon	4391.26	Oslo	10076.499	Riga	4222.191	Hong_Kong	11375.654	Dublin	10481.095	Reykjavik	11452.517	Tirana	11868.807	Sofia	12795.322	Marseille	20060.766	Stockholm	19464.556	Zagreb	4517.313	Stockholm	20365.555	Seoul	20545.484	Skopje	16014.495	Sarajevo	17291.017	Adelaide	17295.792	Zagreb	3817.654	Tirana	3617.874	Tirana	15380.429	Copenhagen	7645.121	Frankfurt	8857.025	Amsterdam	9758.822	Reykjavik	11103.706	London	5110.52	
Dublin	7216.869	Tel_Aviv	7208.779	Marseille	7879.298	Reykjavik	3824.524	Stockholm	13929.751	Oslo	15985.053	Sofia	7789.366	Copenhagen	8343.62	Marseille	8093.569	Tallinn	3272.297	Lisbon	4111.277	Frankfurt	4476.189	London	4500.498	Frankfurt	4325.251	Frankfurt	3876.575	Lisbon	3992.733	Lisbon	3386.913	Frankfurt	3393.454	Tallinn	3261.973	Kansas_City	15414.102	Marseille	8931.229	Vancouver	18165.453	Athens	13234.604	Helsinki	13712.396	Sarajevo	12920.558	London	4226.405	Marseille	16913.041	Sarajevo	16645.576	Berlin	17521.133	Copenhagen	11004.448	Santiago	11267.275	Santiago	11272.398	Marseille	8930.054	Frankfurt	3683.947	Zagreb	3718.348	Dublin	6940.548	Tirana	4666.506	Brazil	10080.153	Frankfurt	4256.508	Brazil	11625.953	Brazil	10492.415	Tirana	11770.841	Berlin	11911.96	Copenhagen	12804.635	Milan	20069.303	Steinsel	20002.469	Frankfurt	4534.657	Amsterdam	20497.635	Nicosia	20583.044	Vienna	16031.618	Berlin	17367.116	Mexico	17404.015	Frankfurt	4101.948	Chisinau	3844.056	Seattle	15441.805	Frankfurt	7982.218	Tallinn	8981.315	Lisbon	9777.779	Bucharest	11237.056	Reykjavik	5159.977	
Sofia	7389.306	Dublin	7230.485	Zurich	8292.98	Lisbon	3886.163	Athens	13940.251	Lisbon	16018.335	Marseille	7815.001	Reykjavik	8391.363	Brussels	8162.731	London	3408.457	Dublin	4115.573	Lisbon	4581.507	Frankfurt	4573.538	London	4523.856	Riga	4466.444	London	4144.865	Frankfurt	3441.574	London	3403.616	London	3521.424	Salt_Lake_City	15755.853	Zurich	9262.199	Chisinau	18213.046	Dublin	13615.085	Copenhagen	13733.125	Lisbon	13003.958	Chisinau	4685.904	Steinsel	17075.927	Marseille	16792.827	Zurich	17648.105	Zurich	11063.904	Sarajevo	11447.151	Bratislava	11407.615	Milan	8973.343	Tallinn	3743.505	Riga	4124.516	Sofia	7028.768	London	4687.871	Copenhagen	10523.079	Lisbon	4570.59	Reykjavik	11791.322	Copenhagen	10595.046	Zurich	11792.401	Copenhagen	11933.733	Seoul	12863.178	Steinsel	20109.318	Chisinau	20031.489	Lisbon	4582.423	Seoul	20634.12	Miami	20625.035	Miami	16304.855	Nicosia	17427.624	San_Francisco	17455.45	Riga	4237.072	Frankfurt	4128.114	London	15544.922	Tel_Aviv	7984.052	Dublin	9012.105	Vilnius	9805.965	Dublin	11250.13	Brussels	5328.936	
Bratislava	7632.836	Copenhagen	7289.549	Dublin	8370.075	Tel_Aviv	4059.304	Zurich	13945.584	Stockholm	16108.82	Brussels	7843.229	Tallinn	8539.38	Steinsel	8342.476	Riga	3989.774	Tirana	4181.182	London	4943.108	Riga	5239.656	Tbilisi	4989.568	Chisinau	4467.451	Ukraine	4656.413	Riga	3851.582	Riga	4148.935	Ukraine	4382.743	Milan	16291.406	Dublin	9365.736	Mexico	18569.671	Budapest	13661.409	London	13948.352	Athens	13148.959	Tbilisi	4829.004	Berlin	17151.327	Reykjavik	16885.92	Los_Angeles	17656.098	Marseille	11187.413	Seoul	11515.7	Sarajevo	11446.886	Zurich	8990.04	Riga	4120.052	Frankfurt	4249.19	Brussels	7094.59	Frankfurt	5017.409	Zurich	10809.938	Ukraine	4920.758	Skopje	12054.011	Skopje	10650.367	Berlin	11861.213	Zurich	11937.722	Athens	12939.903	Athens	20155.88	Milan	20044.773	London	4790.56	Dallas	20718.735	Jakarta	20775.948	Chisinau	16494.255	Stockholm	17526.382	Sofia	17519.712	Chisinau	4414.596	Riga	4368.432	Budapest	15660.941	Reykjavik	8019.285	Reykjavik	9290.341	Tallinn	9863.699	Amsterdam	11282.293	Bratislava	5646.07	
Berlin	7728.412	Bratislava	7367.628	Bratislava	8471.209	London	4379.038	San_Jose	13950.664	Marseille	16164.269	Steinsel	8051.753	Madrid	8558.845	Reykjavik	8370.613	Budapest	4434.264	Ukraine	5195.231	Budapest	6048.319	Ukraine	5292.304	Riga	5072.649	Budapest	4930.68	Budapest	5374.625	Ukraine	4732.327	Ukraine	4396.883	Riga	4415.984	Mexico	16368.605	Berlin	9553.998	Dublin	18888.711	Tallinn	13841.819	Sydney	14338.748	London	13152.742	Riga	4965.572	Skopje	17203.709	Zurich	17032.183	Tirana	17675.513	Sofia	11408.384	Steinsel	11601.725	Steinsel	11601.656	Buenos_Aires	9134.505	Budapest	4556.947	Ukraine	5070.58	Tallinn	7425.776	Budapest	5847.492	Marseille	10849.561	London	5058.368	Zurich	12055.9	Berlin	10735.45	Sofia	11890.568	Madrid	11990.904	Chisinau	12948.734	Sofia	20182.208	Madrid	20125.801	Budapest	6056.19	Miami	20854.978	Stockholm	21296.948	Stockholm	17416.287	Copenhagen	17863.568	Dublin	17584.882	Ukraine	5675.483	Budapest	4822.864	Tel_Aviv	15795.969	Tirana	8097.342	Copenhagen	9300.434	Frankfurt	9890.163	Frankfurt	11342.779	Ljubljana	6172.167	
Tallinn	7779.182	Brussels	7495.176	Sarajevo	8576.44	Riga	4523.331	Tirana	13960.281	Sarajevo	16168.396	Tallinn	8116.961	Brussels	8573.683	Sofia	8536.692	Ukraine	5013.319	Budapest	5451.458	Ukraine	6119.032	Tbilisi	5442.431	Ukraine	5270.142	Ukraine	5251.89	Tbilisi	6417.621	Budapest	4756.088	Budapest	4407.779	Budapest	5286.548	Ljubljana	16562.863	Santiago	9628.696	Ljubljana	18896.025	Tel_Aviv	13860.048	Tel_Aviv	14744.379	Chisinau	13785.289	Budapest	5058.173	Los_Angeles	17330.113	Athens	17178.943	Nicosia	17940.492	Brazil	11456.868	Tirana	11607.929	Tirana	11616.153	Bratislava	9139.123	Ukraine	5051.626	Budapest	5411.792	Sarajevo	7448.444	Tbilisi	5896.689	Buenos_Aires	10889.278	Budapest	5081.036	Copenhagen	12073.187	Tallinn	10866.997	Copenhagen	11927.085	Santiago	12121.285	Ljubljana	13052.141	San_Francisco	20372.691	Sofia	20238.008	Ukraine	6116.726	Reykjavik	21606.046	Dallas	21389.216	Berlin	17443.586	Dallas	17906.753	Ljubljana	17682.984	Budapest	5772.408	Ukraine	5615.113	Vancouver	15942.654	Berlin	8102.589	Tel_Aviv	9357.519	Chisinau	10171.802	Skopje	11352.129	Ukraine	6368.836	
Brussels	7826.099	Lisbon	7534.394	Santiago	8578.739	Tbilisi	4849.322	Reykjavik	13963.75	Los_Angeles	16389.391	Berlin	8271.051	Berlin	8619.062	Tallinn	8537.895	Tbilisi	5051.035	Tbilisi	5818.351	Tbilisi	6816.132	Budapest	5738.676	Budapest	5738.364	Tbilisi	6221.923	Istanbul	6429.976	Tbilisi	5353.604	Tbilisi	5147.711	Tbilisi	5639.963	Nicosia	16604.141	Tallinn	9811.021	Chicago	19033.555	Chisinau	13899.146	Chisinau	14759.656	Sydney	13797.198	Ukraine	5141.279	Montreal	17499.597	Berlin	17395.246	Dallas	17956.008	Sarajevo	11589.337	Buenos_Aires	11668.057	Helsinki	11626.76	Berlin	9146.496	Tbilisi	5974.0	Tbilisi	6128.255	Berlin	7614.182	Ukraine	6302.65	Santiago	10891.462	Tbilisi	5227.149	Dublin	12122.786	Marseille	10912.761	Brazil	12049.732	Steinsel	12180.767	Milan	13209.901	Nicosia	20426.44	Athens	20248.489	Tbilisi	6815.032	Steinsel	21672.119	Reykjavik	21462.274	Dallas	17746.181	Helsinki	18044.536	Nicosia	18222.585	Chicago	6240.694	Tbilisi	5970.259	Dublin	15952.653	Chisinau	8131.773	Sarajevo	9422.718	Marseille	10273.082	Berlin	11461.693	Nicosia	6585.817	
